# assumes 12 time steps per hour from day 335 - day 365
# julian decimal day, ignore, diffuse solar, global horiz solar
351.7986,0.000,0.000,0.000
351.8021,0.000,0.000,0.000
351.8055,0.000,0.000,0.000
351.8090,0.000,0.000,0.000
351.8125,0.000,0.000,0.000
351.8160,0.000,0.000,0.000
351.8195,0.000,0.000,0.000
351.8229,0.000,0.000,0.000
351.8264,0.000,0.000,0.000
351.8299,0.000,0.000,0.000
351.8333,0.000,0.000,0.000
351.8368,0.000,0.000,0.000
351.8403,0.000,0.000,0.000
351.8438,0.000,0.000,0.000
351.8472,0.000,0.000,0.000
351.8507,0.000,0.000,0.000
351.8542,0.000,0.000,0.000
351.8576,0.000,0.000,0.000
351.8611,0.000,0.000,0.000
351.8646,0.000,0.000,0.000
351.8680,0.000,0.000,0.000
351.8715,0.000,0.000,0.000
351.8750,0.000,0.000,0.000
351.8785,0.000,0.000,0.000
351.8820,0.000,0.000,0.000
351.8854,0.000,0.000,0.000
351.8889,0.000,0.000,0.000
351.8924,0.000,0.000,0.000
351.8958,0.000,0.000,0.000
351.8993,0.000,0.000,0.000
351.9028,0.000,0.000,0.000
351.9062,0.000,0.000,0.000
351.9097,0.000,0.000,0.000
351.9132,0.000,0.000,0.000
351.9167,0.000,0.000,0.000
351.9201,0.000,0.000,0.000
351.9236,0.000,0.000,0.000
351.9271,0.000,0.000,0.000
351.9305,0.000,0.000,0.000
351.9340,0.000,0.000,0.000
351.9375,0.000,0.000,0.000
351.9410,0.000,0.000,0.000
351.9445,0.000,0.000,0.000
351.9479,0.000,0.000,0.000
351.9514,0.000,0.000,0.000
351.9549,0.000,0.000,0.000
351.9583,0.000,0.000,0.000
351.9618,0.000,0.000,0.000
351.9653,0.000,0.000,0.000
351.9688,0.000,0.000,0.000
351.9722,0.000,0.000,0.000
351.9757,0.000,0.000,0.000
351.9792,0.000,0.000,0.000
351.9826,0.000,0.000,0.000
351.9861,0.000,0.000,0.000
351.9896,0.000,0.000,0.000
351.9930,0.000,0.000,0.000
351.9965,0.000,0.000,0.000
352.0000,0.000,0.000,0.000
352.0035,0.000,0.000,0.000
352.0070,0.000,0.000,0.000
352.0104,0.000,0.000,0.000
352.0139,0.000,0.000,0.000
352.0174,0.000,0.000,0.000
352.0208,0.000,0.000,0.000
352.0243,0.000,0.000,0.000
352.0278,0.000,0.000,0.000
352.0312,0.000,0.000,0.000
352.0347,0.000,0.000,0.000
352.0382,0.000,0.000,0.000
352.0417,0.000,0.000,0.000
352.0451,0.000,0.000,0.000
352.0486,0.000,0.000,0.000
352.0521,0.000,0.000,0.000
352.0555,0.000,0.000,0.000
352.0590,0.000,0.000,0.000
352.0625,0.000,0.000,0.000
352.0660,0.000,0.000,0.000
352.0695,0.000,0.000,0.000
352.0729,0.000,0.000,0.000
352.0764,0.000,0.000,0.000
352.0799,0.000,0.000,0.000
352.0833,0.000,0.000,0.000
352.0868,0.000,0.000,0.000
352.0903,0.000,0.000,0.000
352.0938,0.000,0.000,0.000
352.0972,0.000,0.000,0.000
352.1007,0.000,0.000,0.000
352.1042,0.000,0.000,0.000
352.1076,0.000,0.000,0.000
352.1111,0.000,0.000,0.000
352.1146,0.000,0.000,0.000
352.1180,0.000,0.000,0.000
352.1215,0.000,0.000,0.000
352.1250,0.000,0.000,0.000
352.1285,0.000,0.000,0.000
352.1320,0.000,0.000,0.000
352.1354,0.000,0.000,0.000
352.1389,0.000,0.000,0.000
352.1424,0.000,0.000,0.000
352.1458,0.000,0.000,0.000
352.1493,0.000,0.000,0.000
352.1528,0.000,0.000,0.000
352.1562,0.000,0.000,0.000
352.1597,0.000,0.000,0.000
352.1632,0.000,0.000,0.000
352.1667,0.000,0.000,0.000
352.1701,0.000,0.000,0.000
352.1736,0.000,0.000,0.000
352.1771,0.000,0.000,0.000
352.1805,0.000,0.000,0.000
352.1840,0.000,0.000,0.000
352.1875,0.000,0.000,0.000
352.1910,0.000,0.000,0.000
352.1945,0.000,0.000,0.000
352.1979,0.000,0.000,0.000
352.2014,0.000,0.000,0.000
352.2049,0.000,0.000,0.000
352.2083,0.000,0.000,0.000
352.2118,0.000,0.000,0.000
352.2153,0.000,0.000,0.000
352.2188,0.000,0.000,0.000
352.2222,0.000,0.000,0.000
352.2257,0.000,0.000,0.000
352.2292,0.000,0.000,0.000
352.2326,0.000,0.000,0.000
352.2361,0.000,0.000,0.000
352.2396,0.000,0.000,0.000
352.2430,0.000,0.000,0.000
352.2465,0.000,0.000,0.000
352.2500,0.000,0.000,0.000
352.2535,0.000,0.000,0.000
352.2570,0.000,0.000,0.000
352.2604,0.000,0.000,0.000
352.2639,0.000,0.000,0.000
352.2674,0.000,0.000,0.000
352.2708,0.000,0.000,0.000
352.2743,0.000,0.000,0.000
352.2778,0.000,1.000,1.000
352.2812,0.000,3.000,3.000
352.2847,0.000,5.000,5.000
352.2882,0.000,8.000,8.000
352.2917,0.000,12.000,12.0
352.2951,0.000,20.000,20.0
352.2986,0.000,28.000,28.0
352.3021,0.000,20.000,37.0
352.3055,0.000,24.000,46.0
352.3090,0.000,27.000,56.0
352.3125,0.000,30.000,66.0
352.3160,0.000,34.000,78.0
352.3195,0.000,36.000,88.0
352.3229,0.000,39.000,96.0
352.3264,0.000,42.000,109.
352.3299,0.000,44.000,119.
352.3333,0.000,46.000,129.
352.3368,0.000,49.000,139.
352.3403,0.000,52.000,150.
352.3438,0.000,54.000,159.
352.3472,0.000,56.000,167.
352.3507,0.000,57.000,175.
352.3542,0.000,59.000,184.
352.3576,0.000,60.000,191.
352.3611,0.000,62.000,198.
352.3646,0.000,63.000,204.
352.3680,0.000,64.000,212.
352.3715,0.000,65.000,217.
352.3750,0.000,66.000,221.
352.3785,0.000,68.000,219.
352.3820,0.000,68.000,216.
352.3854,0.000,69.000,218.
352.3889,0.000,69.000,220.
352.3924,0.000,70.000,223.
352.3958,0.000,68.000,228.
352.3993,0.000,67.000,231.
352.4028,0.000,67.000,236.
352.4062,0.000,67.000,237.
352.4097,0.000,67.000,238.
352.4132,0.000,70.000,243.
352.4167,0.000,71.000,244.
352.4201,0.000,70.000,245.
352.4236,0.000,69.000,251.
352.4271,0.000,69.000,250.
352.4305,0.000,72.000,252.
352.4340,0.000,71.000,258.
352.4375,0.000,71.000,259.
352.4410,0.000,71.000,258.
352.4445,0.000,73.000,259.
352.4479,0.000,75.000,256.
352.4514,0.000,77.000,257.
352.4549,0.000,77.000,258.
352.4583,0.000,77.000,259.
352.4618,0.000,78.000,260.
352.4653,0.000,77.000,256.
352.4688,0.000,77.000,252.
352.4722,0.000,76.000,251.
352.4757,0.000,76.000,249.
352.4792,0.000,75.000,245.
352.4826,0.000,77.000,244.
352.4861,0.000,76.000,240.
352.4896,0.000,76.000,230.
352.4930,0.000,77.000,225.
352.4965,0.000,78.000,225.
352.5000,0.000,78.000,223.
352.5035,0.000,76.000,218.
352.5070,0.000,74.000,221.
352.5104,0.000,73.000,215.
352.5139,0.000,70.000,212.
352.5174,0.000,70.000,206.
352.5208,0.000,70.000,199.
352.5243,0.000,72.000,198.
352.5278,0.000,71.000,191.
352.5312,0.000,66.000,181.
352.5347,0.000,65.000,173.
352.5382,0.000,64.000,169.
352.5417,0.000,63.000,164.
352.5451,0.000,59.000,156.
352.5486,0.000,56.000,148.
352.5521,0.000,54.000,139.
352.5555,0.000,53.000,131.
352.5590,0.000,52.000,126.
352.5625,0.000,51.000,117.
352.5660,0.000,49.000,112.
352.5695,0.000,47.000,103.
352.5729,0.000,46.000,98.0
352.5764,0.000,44.000,89.0
352.5799,0.000,42.000,81.0
352.5833,0.000,39.000,73.0
352.5868,0.000,36.000,64.0
352.5903,0.000,33.000,57.0
352.5938,0.000,31.000,49.0
352.5972,0.000,28.000,42.0
352.6007,0.000,26.000,33.0
352.6042,0.000,23.000,23.0
352.6076,0.000,19.000,19.0
352.6111,0.000,16.000,16.0
352.6146,0.000,14.000,14.0
352.6180,0.000,10.000,10.0
352.6215,0.000,7.000,7.000
352.6250,0.000,5.000,5.000
352.6285,0.000,2.000,2.000
352.6320,0.000,1.000,1.000
352.6354,0.000,0.000,0.000
352.6389,0.000,0.000,0.000
352.6424,0.000,0.000,0.000
352.6458,0.000,0.000,0.000
352.6493,0.000,0.000,0.000
352.6528,0.000,0.000,0.000
352.6562,0.000,0.000,0.000
352.6597,0.000,0.000,0.000
352.6632,0.000,0.000,0.000
352.6667,0.000,0.000,0.000
352.6701,0.000,0.000,0.000
352.6736,0.000,0.000,0.000
352.6771,0.000,0.000,0.000
352.6805,0.000,0.000,0.000
352.6840,0.000,0.000,0.000
352.6875,0.000,0.000,0.000
352.6910,0.000,0.000,0.000
352.6945,0.000,0.000,0.000
352.6979,0.000,0.000,0.000
352.7014,0.000,0.000,0.000
352.7049,0.000,0.000,0.000
352.7083,0.000,0.000,0.000
352.7118,0.000,0.000,0.000
352.7153,0.000,0.000,0.000
352.7188,0.000,0.000,0.000
352.7222,0.000,0.000,0.000
352.7257,0.000,0.000,0.000
352.7292,0.000,0.000,0.000
352.7326,0.000,0.000,0.000
352.7361,0.000,0.000,0.000
352.7396,0.000,0.000,0.000
352.7430,0.000,0.000,0.000
352.7465,0.000,0.000,0.000
352.7500,0.000,0.000,0.000
352.7535,0.000,0.000,0.000
352.7570,0.000,0.000,0.000
352.7604,0.000,0.000,0.000
352.7639,0.000,0.000,0.000
352.7674,0.000,0.000,0.000
352.7708,0.000,0.000,0.000
352.7743,0.000,0.000,0.000
352.7778,0.000,0.000,0.000
352.7812,0.000,0.000,0.000
352.7847,0.000,0.000,0.000
352.7882,0.000,0.000,0.000
352.7917,0.000,0.000,0.000
352.7951,0.000,0.000,0.000
352.7986,0.000,0.000,0.000
352.8021,0.000,0.000,0.000
352.8055,0.000,0.000,0.000
352.8090,0.000,0.000,0.000
352.8125,0.000,0.000,0.000
352.8160,0.000,0.000,0.000
352.8195,0.000,0.000,0.000
352.8229,0.000,0.000,0.000
352.8264,0.000,0.000,0.000
352.8299,0.000,0.000,0.000
352.8333,0.000,0.000,0.000
352.8368,0.000,0.000,0.000
352.8403,0.000,0.000,0.000
352.8438,0.000,0.000,0.000
352.8472,0.000,0.000,0.000
352.8507,0.000,0.000,0.000
352.8542,0.000,0.000,0.000
352.8576,0.000,0.000,0.000
352.8611,0.000,0.000,0.000
352.8646,0.000,0.000,0.000
352.8680,0.000,0.000,0.000
352.8715,0.000,0.000,0.000
352.8750,0.000,0.000,0.000
352.8785,0.000,0.000,0.000
352.8820,0.000,0.000,0.000
352.8854,0.000,0.000,0.000
352.8889,0.000,0.000,0.000
352.8924,0.000,0.000,0.000
352.8958,0.000,0.000,0.000
352.8993,0.000,0.000,0.000
352.9028,0.000,0.000,0.000
352.9062,0.000,0.000,0.000
352.9097,0.000,0.000,0.000
352.9132,0.000,0.000,0.000
352.9167,0.000,0.000,0.000
352.9201,0.000,0.000,0.000
352.9236,0.000,0.000,0.000
352.9271,0.000,0.000,0.000
352.9305,0.000,0.000,0.000
352.9340,0.000,0.000,0.000
352.9375,0.000,0.000,0.000
352.9410,0.000,0.000,0.000
352.9445,0.000,0.000,0.000
352.9479,0.000,0.000,0.000
352.9514,0.000,0.000,0.000
352.9549,0.000,0.000,0.000
352.9583,0.000,0.000,0.000
352.9618,0.000,0.000,0.000
352.9653,0.000,0.000,0.000
352.9688,0.000,0.000,0.000
352.9722,0.000,0.000,0.000
352.9757,0.000,0.000,0.000
352.9792,0.000,0.000,0.000
352.9826,0.000,0.000,0.000
352.9861,0.000,0.000,0.000
352.9896,0.000,0.000,0.000
352.9930,0.000,0.000,0.000
352.9965,0.000,0.000,0.000
353.0000,0.000,0.000,0.000
353.0035,0.000,0.000,0.000
353.0070,0.000,0.000,0.000
353.0104,0.000,0.000,0.000
353.0139,0.000,0.000,0.000
353.0174,0.000,0.000,0.000
353.0208,0.000,0.000,0.000
353.0243,0.000,0.000,0.000
353.0278,0.000,0.000,0.000
353.0312,0.000,0.000,0.000
353.0347,0.000,0.000,0.000
353.0382,0.000,0.000,0.000
353.0417,0.000,0.000,0.000
353.0451,0.000,0.000,0.000
353.0486,0.000,0.000,0.000
353.0521,0.000,0.000,0.000
353.0555,0.000,0.000,0.000
353.0590,0.000,0.000,0.000
353.0625,0.000,0.000,0.000
353.0660,0.000,0.000,0.000
353.0695,0.000,0.000,0.000
353.0729,0.000,0.000,0.000
353.0764,0.000,0.000,0.000
353.0799,0.000,0.000,0.000
353.0833,0.000,0.000,0.000
353.0868,0.000,0.000,0.000
353.0903,0.000,0.000,0.000
353.0938,0.000,0.000,0.000
353.0972,0.000,0.000,0.000
353.1007,0.000,0.000,0.000
353.1042,0.000,0.000,0.000
353.1076,0.000,0.000,0.000
353.1111,0.000,0.000,0.000
353.1146,0.000,0.000,0.000
353.1180,0.000,0.000,0.000
353.1215,0.000,0.000,0.000
353.1250,0.000,0.000,0.000
353.1285,0.000,0.000,0.000
353.1320,0.000,0.000,0.000
353.1354,0.000,0.000,0.000
353.1389,0.000,0.000,0.000
353.1424,0.000,0.000,0.000
353.1458,0.000,0.000,0.000
353.1493,0.000,0.000,0.000
353.1528,0.000,0.000,0.000
353.1562,0.000,0.000,0.000
353.1597,0.000,0.000,0.000
353.1632,0.000,0.000,0.000
353.1667,0.000,0.000,0.000
353.1701,0.000,0.000,0.000
353.1736,0.000,0.000,0.000
353.1771,0.000,0.000,0.000
353.1805,0.000,0.000,0.000
353.1840,0.000,0.000,0.000
353.1875,0.000,0.000,0.000
353.1910,0.000,0.000,0.000
353.1945,0.000,0.000,0.000
353.1979,0.000,0.000,0.000
353.2014,0.000,0.000,0.000
353.2049,0.000,0.000,0.000
353.2083,0.000,0.000,0.000
353.2118,0.000,0.000,0.000
353.2153,0.000,0.000,0.000
353.2188,0.000,0.000,0.000
353.2222,0.000,0.000,0.000
353.2257,0.000,0.000,0.000
353.2292,0.000,0.000,0.000
353.2326,0.000,0.000,0.000
353.2361,0.000,0.000,0.000
353.2396,0.000,0.000,0.000
353.2430,0.000,0.000,0.000
353.2465,0.000,0.000,0.000
353.2500,0.000,0.000,0.000
353.2535,0.000,0.000,0.000
353.2570,0.000,0.000,0.000
353.2604,0.000,0.000,0.000
353.2639,0.000,0.000,0.000
353.2674,0.000,0.000,0.000
353.2708,0.000,0.000,0.000
353.2743,0.000,0.000,0.000
353.2778,0.000,1.000,1.000
353.2812,0.000,1.000,1.000
353.2847,0.000,2.000,2.000
353.2882,0.000,3.000,3.000
353.2917,0.000,5.000,5.000
353.2951,0.000,8.000,8.000
353.2986,0.000,9.000,9.000
353.3021,0.000,14.000,14.0
353.3055,0.000,12.000,12.0
353.3090,0.000,20.000,20.0
353.3125,0.000,26.000,26.0
353.3160,0.000,24.000,24.0
353.3195,0.000,18.000,18.0
353.3229,0.000,11.000,11.0
353.3264,0.000,11.000,11.0
353.3299,0.000,10.000,10.0
353.3333,0.000,13.000,13.0
353.3368,0.000,16.000,16.0
353.3403,0.000,17.000,17.0
353.3438,0.000,18.000,18.0
353.3472,0.000,18.000,18.0
353.3507,0.000,18.000,18.0
353.3542,0.000,20.000,20.0
353.3576,0.000,20.000,20.0
353.3611,0.000,25.000,25.0
353.3646,0.000,21.000,21.0
353.3680,0.000,23.000,23.0
353.3715,0.000,24.000,24.0
353.3750,0.000,24.000,24.0
353.3785,0.000,35.000,35.0
353.3820,0.000,29.000,29.0
353.3854,0.000,32.000,32.0
353.3889,0.000,31.000,31.0
353.3924,0.000,36.000,36.0
353.3958,0.000,45.000,45.0
353.3993,0.000,42.000,42.0
353.4028,0.000,43.000,43.0
353.4062,0.000,48.000,48.0
353.4097,0.000,50.000,50.0
353.4132,0.000,57.000,57.0
353.4167,0.000,51.000,51.0
353.4201,0.000,58.000,58.0
353.4236,0.000,50.000,50.0
353.4271,0.000,53.000,53.0
353.4305,0.000,72.000,72.0
353.4340,0.000,62.000,62.0
353.4375,0.000,56.000,56.0
353.4410,0.000,60.000,60.0
353.4445,0.000,57.000,57.0
353.4479,0.000,59.000,59.0
353.4514,0.000,57.000,57.0
353.4549,0.000,60.000,60.0
353.4583,0.000,75.000,75.0
353.4618,0.000,64.000,64.0
353.4653,0.000,51.000,51.0
353.4688,0.000,58.000,58.0
353.4722,0.000,56.000,56.0
353.4757,0.000,60.000,60.0
353.4792,0.000,54.000,54.0
353.4826,0.000,65.000,65.0
353.4861,0.000,55.000,55.0
353.4896,0.000,59.000,59.0
353.4930,0.000,53.000,53.0
353.4965,0.000,44.000,44.0
353.5000,0.000,53.000,53.0
353.5035,0.000,41.000,41.0
353.5070,0.000,43.000,43.0
353.5104,0.000,41.000,41.0
353.5139,0.000,47.000,47.0
353.5174,0.000,47.000,47.0
353.5208,0.000,41.000,41.0
353.5243,0.000,33.000,33.0
353.5278,0.000,31.000,31.0
353.5312,0.000,37.000,37.0
353.5347,0.000,44.000,44.0
353.5382,0.000,42.000,42.0
353.5417,0.000,35.000,35.0
353.5451,0.000,34.000,34.0
353.5486,0.000,31.000,31.0
353.5521,0.000,36.000,36.0
353.5555,0.000,29.000,29.0
353.5590,0.000,28.000,28.0
353.5625,0.000,26.000,26.0
353.5660,0.000,24.000,24.0
353.5695,0.000,23.000,23.0
353.5729,0.000,21.000,21.0
353.5764,0.000,22.000,22.0
353.5799,0.000,21.000,21.0
353.5833,0.000,24.000,24.0
353.5868,0.000,19.000,19.0
353.5903,0.000,21.000,21.0
353.5938,0.000,20.000,20.0
353.5972,0.000,22.000,22.0
353.6007,0.000,18.000,18.0
353.6042,0.000,14.000,14.0
353.6076,0.000,12.000,12.0
353.6111,0.000,9.000,9.000
353.6146,0.000,8.000,8.000
353.6180,0.000,5.000,5.000
353.6215,0.000,4.000,4.000
353.6250,0.000,2.000,2.000
353.6285,0.000,1.000,1.000
353.6320,0.000,0.000,0.000
353.6354,0.000,0.000,0.000
353.6389,0.000,0.000,0.000
353.6424,0.000,0.000,0.000
353.6458,0.000,0.000,0.000
353.6493,0.000,0.000,0.000
353.6528,0.000,0.000,0.000
353.6562,0.000,0.000,0.000
353.6597,0.000,0.000,0.000
353.6632,0.000,0.000,0.000
353.6667,0.000,0.000,0.000
353.6701,0.000,0.000,0.000
353.6736,0.000,0.000,0.000
353.6771,0.000,0.000,0.000
353.6805,0.000,0.000,0.000
353.6840,0.000,0.000,0.000
353.6875,0.000,0.000,0.000
353.6910,0.000,0.000,0.000
353.6945,0.000,0.000,0.000
353.6979,0.000,0.000,0.000
353.7014,0.000,0.000,0.000
353.7049,0.000,0.000,0.000
353.7083,0.000,0.000,0.000
353.7118,0.000,0.000,0.000
353.7153,0.000,0.000,0.000
353.7188,0.000,0.000,0.000
353.7222,0.000,0.000,0.000
353.7257,0.000,0.000,0.000
353.7292,0.000,0.000,0.000
353.7326,0.000,0.000,0.000
353.7361,0.000,0.000,0.000
353.7396,0.000,0.000,0.000
353.7430,0.000,0.000,0.000
353.7465,0.000,0.000,0.000
353.7500,0.000,0.000,0.000
353.7535,0.000,0.000,0.000
353.7570,0.000,0.000,0.000
353.7604,0.000,0.000,0.000
353.7639,0.000,0.000,0.000
353.7674,0.000,0.000,0.000
353.7708,0.000,0.000,0.000
353.7743,0.000,0.000,0.000
353.7778,0.000,0.000,0.000
353.7812,0.000,0.000,0.000
353.7847,0.000,0.000,0.000
353.7882,0.000,0.000,0.000
353.7917,0.000,0.000,0.000
353.7951,0.000,0.000,0.000
353.7986,0.000,0.000,0.000
353.8021,0.000,0.000,0.000
353.8055,0.000,0.000,0.000
353.8090,0.000,0.000,0.000
353.8125,0.000,0.000,0.000
353.8160,0.000,0.000,0.000
353.8195,0.000,0.000,0.000
353.8229,0.000,0.000,0.000
353.8264,0.000,0.000,0.000
353.8299,0.000,0.000,0.000
353.8333,0.000,0.000,0.000
353.8368,0.000,0.000,0.000
353.8403,0.000,0.000,0.000
353.8438,0.000,0.000,0.000
353.8472,0.000,0.000,0.000
353.8507,0.000,0.000,0.000
353.8542,0.000,0.000,0.000
353.8576,0.000,0.000,0.000
353.8611,0.000,0.000,0.000
353.8646,0.000,0.000,0.000
353.8680,0.000,0.000,0.000
353.8715,0.000,0.000,0.000
353.8750,0.000,0.000,0.000
353.8785,0.000,0.000,0.000
353.8820,0.000,0.000,0.000
353.8854,0.000,0.000,0.000
353.8889,0.000,0.000,0.000
353.8924,0.000,0.000,0.000
353.8958,0.000,0.000,0.000
353.8993,0.000,0.000,0.000
353.9028,0.000,0.000,0.000
353.9062,0.000,0.000,0.000
353.9097,0.000,0.000,0.000
353.9132,0.000,0.000,0.000
353.9167,0.000,0.000,0.000
353.9201,0.000,0.000,0.000
353.9236,0.000,0.000,0.000
353.9271,0.000,0.000,0.000
353.9305,0.000,0.000,0.000
353.9340,0.000,0.000,0.000
353.9375,0.000,0.000,0.000
353.9410,0.000,0.000,0.000
353.9445,0.000,0.000,0.000
353.9479,0.000,0.000,0.000
353.9514,0.000,0.000,0.000
353.9549,0.000,0.000,0.000
353.9583,0.000,0.000,0.000
353.9618,0.000,0.000,0.000
353.9653,0.000,0.000,0.000
353.9688,0.000,0.000,0.000
353.9722,0.000,0.000,0.000
353.9757,0.000,0.000,0.000
353.9792,0.000,0.000,0.000
353.9826,0.000,0.000,0.000
353.9861,0.000,0.000,0.000
353.9896,0.000,0.000,0.000
353.9930,0.000,0.000,0.000
353.9965,0.000,0.000,0.000
354.0000,0.000,0.000,0.000
354.0035,0.000,0.000,0.000
354.0070,0.000,0.000,0.000
354.0104,0.000,0.000,0.000
354.0139,0.000,0.000,0.000
354.0174,0.000,0.000,0.000
354.0208,0.000,0.000,0.000
354.0243,0.000,0.000,0.000
354.0278,0.000,0.000,0.000
354.0312,0.000,0.000,0.000
354.0347,0.000,0.000,0.000
354.0382,0.000,0.000,0.000
354.0417,0.000,0.000,0.000
354.0451,0.000,0.000,0.000
354.0486,0.000,0.000,0.000
354.0521,0.000,0.000,0.000
354.0555,0.000,0.000,0.000
354.0590,0.000,0.000,0.000
354.0625,0.000,0.000,0.000
354.0660,0.000,0.000,0.000
354.0695,0.000,0.000,0.000
354.0729,0.000,0.000,0.000
354.0764,0.000,0.000,0.000
354.0799,0.000,0.000,0.000
354.0833,0.000,0.000,0.000
354.0868,0.000,0.000,0.000
354.0903,0.000,0.000,0.000
354.0938,0.000,0.000,0.000
354.0972,0.000,0.000,0.000
354.1007,0.000,0.000,0.000
354.1042,0.000,0.000,0.000
354.1076,0.000,0.000,0.000
354.1111,0.000,0.000,0.000
354.1146,0.000,0.000,0.000
354.1180,0.000,0.000,0.000
354.1215,0.000,0.000,0.000
354.1250,0.000,0.000,0.000
354.1285,0.000,0.000,0.000
354.1320,0.000,0.000,0.000
354.1354,0.000,0.000,0.000
354.1389,0.000,0.000,0.000
354.1424,0.000,0.000,0.000
354.1458,0.000,0.000,0.000
354.1493,0.000,0.000,0.000
354.1528,0.000,0.000,0.000
354.1562,0.000,0.000,0.000
354.1597,0.000,0.000,0.000
354.1632,0.000,0.000,0.000
354.1667,0.000,0.000,0.000
354.1701,0.000,0.000,0.000
354.1736,0.000,0.000,0.000
354.1771,0.000,0.000,0.000
354.1805,0.000,0.000,0.000
354.1840,0.000,0.000,0.000
354.1875,0.000,0.000,0.000
354.1910,0.000,0.000,0.000
354.1945,0.000,0.000,0.000
354.1979,0.000,0.000,0.000
354.2014,0.000,0.000,0.000
354.2049,0.000,0.000,0.000
354.2083,0.000,0.000,0.000
354.2118,0.000,0.000,0.000
354.2153,0.000,0.000,0.000
354.2188,0.000,0.000,0.000
354.2222,0.000,0.000,0.000
354.2257,0.000,0.000,0.000
354.2292,0.000,0.000,0.000
354.2326,0.000,0.000,0.000
354.2361,0.000,0.000,0.000
354.2396,0.000,0.000,0.000
354.2430,0.000,0.000,0.000
354.2465,0.000,0.000,0.000
354.2500,0.000,0.000,0.000
354.2535,0.000,0.000,0.000
354.2570,0.000,0.000,0.000
354.2604,0.000,0.000,0.000
354.2639,0.000,0.000,0.000
354.2674,0.000,0.000,0.000
354.2708,0.000,0.000,0.000
354.2743,0.000,0.000,0.000
354.2778,0.000,0.000,0.000
354.2812,0.000,0.000,0.000
354.2847,0.000,1.000,1.000
354.2882,0.000,2.000,2.000
354.2917,0.000,2.000,2.000
354.2951,0.000,3.000,3.000
354.2986,0.000,3.000,3.000
354.3021,0.000,5.000,5.000
354.3055,0.000,6.000,6.000
354.3090,0.000,8.000,8.000
354.3125,0.000,8.000,8.000
354.3160,0.000,10.000,10.0
354.3195,0.000,12.000,12.0
354.3229,0.000,9.000,9.000
354.3264,0.000,9.000,9.000
354.3299,0.000,8.000,8.000
354.3333,0.000,8.000,8.000
354.3368,0.000,8.000,8.000
354.3403,0.000,8.000,8.000
354.3438,0.000,8.000,8.000
354.3472,0.000,8.000,8.000
354.3507,0.000,11.000,11.0
354.3542,0.000,12.000,12.0
354.3576,0.000,13.000,13.0
354.3611,0.000,15.000,15.0
354.3646,0.000,17.000,17.0
354.3680,0.000,18.000,18.0
354.3715,0.000,21.000,21.0
354.3750,0.000,23.000,23.0
354.3785,0.000,28.000,28.0
354.3820,0.000,29.000,29.0
354.3854,0.000,30.000,30.0
354.3889,0.000,28.000,28.0
354.3924,0.000,26.000,26.0
354.3958,0.000,29.000,29.0
354.3993,0.000,28.000,28.0
354.4028,0.000,32.000,32.0
354.4062,0.000,37.000,37.0
354.4097,0.000,39.000,39.0
354.4132,0.000,40.000,40.0
354.4167,0.000,41.000,41.0
354.4201,0.000,40.000,40.0
354.4236,0.000,38.000,38.0
354.4271,0.000,37.000,37.0
354.4305,0.000,43.000,43.0
354.4340,0.000,48.000,48.0
354.4375,0.000,48.000,48.0
354.4410,0.000,44.000,44.0
354.4445,0.000,42.000,42.0
354.4479,0.000,39.000,39.0
354.4514,0.000,37.000,37.0
354.4549,0.000,40.000,40.0
354.4583,0.000,45.000,45.0
354.4618,0.000,51.000,51.0
354.4653,0.000,52.000,52.0
354.4688,0.000,52.000,52.0
354.4722,0.000,52.000,52.0
354.4757,0.000,60.000,60.0
354.4792,0.000,75.000,75.0
354.4826,0.000,70.000,70.0
354.4861,0.000,63.000,63.0
354.4896,0.000,58.000,58.0
354.4930,0.000,49.000,49.0
354.4965,0.000,45.000,45.0
354.5000,0.000,47.000,47.0
354.5035,0.000,51.000,51.0
354.5070,0.000,50.000,50.0
354.5104,0.000,53.000,53.0
354.5139,0.000,54.000,54.0
354.5174,0.000,50.000,50.0
354.5208,0.000,51.000,51.0
354.5243,0.000,51.000,51.0
354.5278,0.000,53.000,53.0
354.5312,0.000,49.000,49.0
354.5347,0.000,55.000,55.0
354.5382,0.000,61.000,61.0
354.5417,0.000,64.000,64.0
354.5451,0.000,63.000,63.0
354.5486,0.000,60.000,60.0
354.5521,0.000,54.000,54.0
354.5555,0.000,54.000,54.0
354.5590,0.000,58.000,58.0
354.5625,0.000,63.000,63.0
354.5660,0.000,50.000,50.0
354.5695,0.000,42.000,42.0
354.5729,0.000,40.000,40.0
354.5764,0.000,36.000,36.0
354.5799,0.000,32.000,32.0
354.5833,0.000,29.000,29.0
354.5868,0.000,25.000,25.0
354.5903,0.000,22.000,22.0
354.5938,0.000,20.000,20.0
354.5972,0.000,19.000,19.0
354.6007,0.000,17.000,17.0
354.6042,0.000,15.000,15.0
354.6076,0.000,12.000,12.0
354.6111,0.000,10.000,10.0
354.6146,0.000,7.000,7.000
354.6180,0.000,4.000,4.000
354.6215,0.000,3.000,3.000
354.6250,0.000,2.000,2.000
354.6285,0.000,1.000,1.000
354.6320,0.000,1.000,1.000
354.6354,0.000,0.000,0.000
354.6389,0.000,0.000,0.000
354.6424,0.000,0.000,0.000
354.6458,0.000,0.000,0.000
354.6493,0.000,0.000,0.000
354.6528,0.000,0.000,0.000
354.6562,0.000,0.000,0.000
