# assumes 12 time steps per hour from day 335 - day 365
# julian decimal day, ignore, diffuse solar, global horiz solar
342.4062,0.000,123.000,123
342.4097,0.000,131.000,131
342.4132,0.000,142.000,142
342.4167,0.000,148.000,148
342.4201,0.000,128.000,128
342.4236,0.000,139.000,141
342.4271,0.000,182.000,193
342.4305,0.000,164.000,173
342.4340,0.000,132.000,136
342.4375,0.000,159.000,163
342.4410,0.000,144.000,152
342.4445,0.000,145.000,230
342.4479,0.000,123.000,186
342.4514,0.000,128.000,201
342.4549,0.000,131.000,201
342.4583,0.000,123.000,204
342.4618,0.000,127.000,176
342.4653,0.000,130.000,177
342.4688,0.000,143.000,218
342.4722,0.000,147.000,219
342.4757,0.000,149.000,248
342.4792,0.000,129.000,234
342.4826,0.000,124.000,220
342.4861,0.000,126.000,227
342.4896,0.000,130.000,232
342.4930,0.000,136.000,219
342.4965,0.000,152.000,217
342.5000,0.000,158.000,222
342.5035,0.000,143.000,195
342.5070,0.000,127.000,160
342.5104,0.000,131.000,167
342.5139,0.000,142.000,189
342.5174,0.000,114.000,143
342.5208,0.000,88.000,99.0
342.5243,0.000,109.000,127
342.5278,0.000,102.000,111
342.5312,0.000,95.000,105.
342.5347,0.000,87.000,87.0
342.5382,0.000,75.000,75.0
342.5417,0.000,78.000,78.0
342.5451,0.000,67.000,67.0
342.5486,0.000,62.000,62.0
342.5521,0.000,56.000,56.0
342.5555,0.000,44.000,44.0
342.5590,0.000,37.000,37.0
342.5625,0.000,38.000,38.0
342.5660,0.000,33.000,33.0
342.5695,0.000,30.000,30.0
342.5729,0.000,25.000,25.0
342.5764,0.000,19.000,19.0
342.5799,0.000,15.000,15.0
342.5833,0.000,16.000,16.0
342.5868,0.000,17.000,17.0
342.5903,0.000,15.000,15.0
342.5938,0.000,13.000,13.0
342.5972,0.000,12.000,12.0
342.6007,0.000,10.000,10.0
342.6042,0.000,8.000,8.000
342.6076,0.000,7.000,7.000
342.6111,0.000,5.000,5.000
342.6146,0.000,4.000,4.000
342.6180,0.000,3.000,3.000
342.6215,0.000,2.000,2.000
342.6250,0.000,2.000,2.000
342.6285,0.000,1.000,1.000
342.6320,0.000,1.000,1.000
342.6354,0.000,0.000,0.000
342.6389,0.000,0.000,0.000
342.6424,0.000,0.000,0.000
342.6458,0.000,0.000,0.000
342.6493,0.000,0.000,0.000
342.6528,0.000,0.000,0.000
342.6562,0.000,0.000,0.000
342.6597,0.000,0.000,0.000
342.6632,0.000,0.000,0.000
342.6667,0.000,0.000,0.000
342.6701,0.000,0.000,0.000
342.6736,0.000,0.000,0.000
342.6771,0.000,0.000,0.000
342.6805,0.000,0.000,0.000
342.6840,0.000,0.000,0.000
342.6875,0.000,0.000,0.000
342.6910,0.000,0.000,0.000
342.6945,0.000,0.000,0.000
342.6979,0.000,0.000,0.000
342.7014,0.000,0.000,0.000
342.7049,0.000,0.000,0.000
342.7083,0.000,0.000,0.000
342.7118,0.000,0.000,0.000
342.7153,0.000,0.000,0.000
342.7188,0.000,0.000,0.000
342.7222,0.000,0.000,0.000
342.7257,0.000,0.000,0.000
342.7292,0.000,0.000,0.000
342.7326,0.000,0.000,0.000
342.7361,0.000,0.000,0.000
342.7396,0.000,0.000,0.000
342.7430,0.000,0.000,0.000
342.7465,0.000,0.000,0.000
342.7500,0.000,0.000,0.000
342.7535,0.000,0.000,0.000
342.7570,0.000,0.000,0.000
342.7604,0.000,0.000,0.000
342.7639,0.000,0.000,0.000
342.7674,0.000,0.000,0.000
342.7708,0.000,0.000,0.000
342.7743,0.000,0.000,0.000
342.7778,0.000,0.000,0.000
342.7812,0.000,0.000,0.000
342.7847,0.000,0.000,0.000
342.7882,0.000,0.000,0.000
342.7917,0.000,0.000,0.000
342.7951,0.000,0.000,0.000
342.7986,0.000,0.000,0.000
342.8021,0.000,0.000,0.000
342.8055,0.000,0.000,0.000
342.8090,0.000,0.000,0.000
342.8125,0.000,0.000,0.000
342.8160,0.000,0.000,0.000
342.8195,0.000,0.000,0.000
342.8229,0.000,0.000,0.000
342.8264,0.000,0.000,0.000
342.8299,0.000,0.000,0.000
342.8333,0.000,0.000,0.000
342.8368,0.000,0.000,0.000
342.8403,0.000,0.000,0.000
342.8438,0.000,0.000,0.000
342.8472,0.000,0.000,0.000
342.8507,0.000,0.000,0.000
342.8542,0.000,0.000,0.000
342.8576,0.000,0.000,0.000
342.8611,0.000,0.000,0.000
342.8646,0.000,0.000,0.000
342.8680,0.000,0.000,0.000
342.8715,0.000,0.000,0.000
342.8750,0.000,0.000,0.000
342.8785,0.000,0.000,0.000
342.8820,0.000,0.000,0.000
342.8854,0.000,0.000,0.000
342.8889,0.000,0.000,0.000
342.8924,0.000,0.000,0.000
342.8958,0.000,0.000,0.000
342.8993,0.000,0.000,0.000
342.9028,0.000,0.000,0.000
342.9062,0.000,0.000,0.000
342.9097,0.000,0.000,0.000
342.9132,0.000,0.000,0.000
342.9167,0.000,0.000,0.000
342.9201,0.000,0.000,0.000
342.9236,0.000,0.000,0.000
342.9271,0.000,0.000,0.000
342.9305,0.000,0.000,0.000
342.9340,0.000,0.000,0.000
342.9375,0.000,0.000,0.000
342.9410,0.000,0.000,0.000
342.9445,0.000,0.000,0.000
342.9479,0.000,0.000,0.000
342.9514,0.000,0.000,0.000
342.9549,0.000,0.000,0.000
342.9583,0.000,0.000,0.000
342.9618,0.000,0.000,0.000
342.9653,0.000,0.000,0.000
342.9688,0.000,0.000,0.000
342.9722,0.000,0.000,0.000
342.9757,0.000,0.000,0.000
342.9792,0.000,0.000,0.000
342.9826,0.000,0.000,0.000
342.9861,0.000,0.000,0.000
342.9896,0.000,0.000,0.000
342.9930,0.000,0.000,0.000
342.9965,0.000,0.000,0.000
343.0000,0.000,0.000,0.000
343.0035,0.000,0.000,0.000
343.0070,0.000,0.000,0.000
343.0104,0.000,0.000,0.000
343.0139,0.000,0.000,0.000
343.0174,0.000,0.000,0.000
343.0208,0.000,0.000,0.000
343.0243,0.000,0.000,0.000
343.0278,0.000,0.000,0.000
343.0312,0.000,0.000,0.000
343.0347,0.000,0.000,0.000
343.0382,0.000,0.000,0.000
343.0417,0.000,0.000,0.000
343.0451,0.000,0.000,0.000
343.0486,0.000,0.000,0.000
343.0521,0.000,0.000,0.000
343.0555,0.000,0.000,0.000
343.0590,0.000,0.000,0.000
343.0625,0.000,0.000,0.000
343.0660,0.000,0.000,0.000
343.0695,0.000,0.000,0.000
343.0729,0.000,0.000,0.000
343.0764,0.000,0.000,0.000
343.0799,0.000,0.000,0.000
343.0833,0.000,0.000,0.000
343.0868,0.000,0.000,0.000
343.0903,0.000,0.000,0.000
343.0938,0.000,0.000,0.000
343.0972,0.000,0.000,0.000
343.1007,0.000,0.000,0.000
343.1042,0.000,0.000,0.000
343.1076,0.000,0.000,0.000
343.1111,0.000,0.000,0.000
343.1146,0.000,0.000,0.000
343.1180,0.000,0.000,0.000
343.1215,0.000,0.000,0.000
343.1250,0.000,0.000,0.000
343.1285,0.000,0.000,0.000
343.1320,0.000,0.000,0.000
343.1354,0.000,0.000,0.000
343.1389,0.000,0.000,0.000
343.1424,0.000,0.000,0.000
343.1458,0.000,0.000,0.000
343.1493,0.000,0.000,0.000
343.1528,0.000,0.000,0.000
343.1562,0.000,0.000,0.000
343.1597,0.000,0.000,0.000
343.1632,0.000,0.000,0.000
343.1667,0.000,0.000,0.000
343.1701,0.000,0.000,0.000
343.1736,0.000,0.000,0.000
343.1771,0.000,0.000,0.000
343.1805,0.000,0.000,0.000
343.1840,0.000,0.000,0.000
343.1875,0.000,0.000,0.000
343.1910,0.000,0.000,0.000
343.1945,0.000,0.000,0.000
343.1979,0.000,0.000,0.000
343.2014,0.000,0.000,0.000
343.2049,0.000,0.000,0.000
343.2083,0.000,0.000,0.000
343.2118,0.000,0.000,0.000
343.2153,0.000,0.000,0.000
343.2188,0.000,0.000,0.000
343.2222,0.000,0.000,0.000
343.2257,0.000,0.000,0.000
343.2292,0.000,0.000,0.000
343.2326,0.000,0.000,0.000
343.2361,0.000,0.000,0.000
343.2396,0.000,0.000,0.000
343.2430,0.000,0.000,0.000
343.2465,0.000,0.000,0.000
343.2500,0.000,0.000,0.000
343.2535,0.000,0.000,0.000
343.2570,0.000,0.000,0.000
343.2604,0.000,0.000,0.000
343.2639,0.000,0.000,0.000
343.2674,0.000,0.000,0.000
343.2708,0.000,0.000,0.000
343.2743,0.000,1.000,1.000
343.2778,0.000,1.000,1.000
343.2812,0.000,1.000,1.000
343.2847,0.000,2.000,2.000
343.2882,0.000,3.000,3.000
343.2917,0.000,4.000,4.000
343.2951,0.000,4.000,4.000
343.2986,0.000,4.000,4.000
343.3021,0.000,6.000,6.000
343.3055,0.000,8.000,8.000
343.3090,0.000,9.000,9.000
343.3125,0.000,13.000,13.0
343.3160,0.000,15.000,15.0
343.3195,0.000,18.000,18.0
343.3229,0.000,18.000,18.0
343.3264,0.000,17.000,17.0
343.3299,0.000,17.000,17.0
343.3333,0.000,16.000,16.0
343.3368,0.000,16.000,16.0
343.3403,0.000,18.000,18.0
343.3438,0.000,21.000,21.0
343.3472,0.000,24.000,24.0
343.3507,0.000,25.000,25.0
343.3542,0.000,24.000,24.0
343.3576,0.000,22.000,22.0
343.3611,0.000,21.000,21.0
343.3646,0.000,24.000,24.0
343.3680,0.000,25.000,25.0
343.3715,0.000,27.000,27.0
343.3750,0.000,26.000,26.0
343.3785,0.000,26.000,26.0
343.3820,0.000,28.000,28.0
343.3854,0.000,27.000,27.0
343.3889,0.000,28.000,28.0
343.3924,0.000,29.000,29.0
343.3958,0.000,29.000,29.0
343.3993,0.000,29.000,29.0
343.4028,0.000,30.000,30.0
343.4062,0.000,33.000,33.0
343.4097,0.000,42.000,42.0
343.4132,0.000,41.000,41.0
343.4167,0.000,40.000,40.0
343.4201,0.000,41.000,41.0
343.4236,0.000,37.000,37.0
343.4271,0.000,35.000,35.0
343.4305,0.000,30.000,30.0
343.4340,0.000,33.000,33.0
343.4375,0.000,28.000,28.0
343.4410,0.000,26.000,26.0
343.4445,0.000,27.000,27.0
343.4479,0.000,26.000,26.0
343.4514,0.000,25.000,25.0
343.4549,0.000,21.000,21.0
343.4583,0.000,19.000,19.0
343.4618,0.000,17.000,17.0
343.4653,0.000,18.000,18.0
343.4688,0.000,22.000,22.0
343.4722,0.000,20.000,20.0
343.4757,0.000,19.000,19.0
343.4792,0.000,22.000,22.0
343.4826,0.000,22.000,22.0
343.4861,0.000,26.000,26.0
343.4896,0.000,22.000,22.0
343.4930,0.000,22.000,22.0
343.4965,0.000,23.000,23.0
343.5000,0.000,25.000,25.0
343.5035,0.000,22.000,22.0
343.5070,0.000,26.000,26.0
343.5104,0.000,23.000,23.0
343.5139,0.000,27.000,27.0
343.5174,0.000,30.000,30.0
343.5208,0.000,28.000,28.0
343.5243,0.000,21.000,21.0
343.5278,0.000,17.000,17.0
343.5312,0.000,15.000,15.0
343.5347,0.000,15.000,15.0
343.5382,0.000,15.000,15.0
343.5417,0.000,18.000,18.0
343.5451,0.000,19.000,19.0
343.5486,0.000,19.000,19.0
343.5521,0.000,19.000,19.0
343.5555,0.000,17.000,17.0
343.5590,0.000,17.000,17.0
343.5625,0.000,19.000,19.0
343.5660,0.000,28.000,28.0
343.5695,0.000,27.000,27.0
343.5729,0.000,25.000,25.0
343.5764,0.000,31.000,31.0
343.5799,0.000,29.000,29.0
343.5833,0.000,28.000,28.0
343.5868,0.000,29.000,29.0
343.5903,0.000,27.000,27.0
343.5938,0.000,22.000,22.0
343.5972,0.000,16.000,16.0
343.6007,0.000,10.000,10.0
343.6042,0.000,9.000,9.000
343.6076,0.000,7.000,7.000
343.6111,0.000,5.000,5.000
343.6146,0.000,4.000,4.000
343.6180,0.000,3.000,3.000
343.6215,0.000,2.000,2.000
343.6250,0.000,1.000,1.000
343.6285,0.000,1.000,1.000
343.6320,0.000,0.000,0.000
343.6354,0.000,0.000,0.000
343.6389,0.000,0.000,0.000
343.6424,0.000,0.000,0.000
343.6458,0.000,0.000,0.000
343.6493,0.000,0.000,0.000
343.6528,0.000,0.000,0.000
343.6562,0.000,0.000,0.000
343.6597,0.000,0.000,0.000
343.6632,0.000,0.000,0.000
343.6667,0.000,0.000,0.000
343.6701,0.000,0.000,0.000
343.6736,0.000,0.000,0.000
343.6771,0.000,0.000,0.000
343.6805,0.000,0.000,0.000
343.6840,0.000,0.000,0.000
343.6875,0.000,0.000,0.000
343.6910,0.000,0.000,0.000
343.6945,0.000,0.000,0.000
343.6979,0.000,0.000,0.000
343.7014,0.000,0.000,0.000
343.7049,0.000,0.000,0.000
343.7083,0.000,0.000,0.000
343.7118,0.000,0.000,0.000
343.7153,0.000,0.000,0.000
343.7188,0.000,0.000,0.000
343.7222,0.000,0.000,0.000
343.7257,0.000,0.000,0.000
343.7292,0.000,0.000,0.000
343.7326,0.000,0.000,0.000
343.7361,0.000,0.000,0.000
343.7396,0.000,0.000,0.000
343.7430,0.000,0.000,0.000
343.7465,0.000,0.000,0.000
343.7500,0.000,0.000,0.000
343.7535,0.000,0.000,0.000
343.7570,0.000,0.000,0.000
343.7604,0.000,0.000,0.000
343.7639,0.000,0.000,0.000
343.7674,0.000,0.000,0.000
343.7708,0.000,0.000,0.000
343.7743,0.000,0.000,0.000
343.7778,0.000,0.000,0.000
343.7812,0.000,0.000,0.000
343.7847,0.000,0.000,0.000
343.7882,0.000,0.000,0.000
343.7917,0.000,0.000,0.000
343.7951,0.000,0.000,0.000
343.7986,0.000,0.000,0.000
343.8021,0.000,0.000,0.000
343.8055,0.000,0.000,0.000
343.8090,0.000,0.000,0.000
343.8125,0.000,0.000,0.000
343.8160,0.000,0.000,0.000
343.8195,0.000,0.000,0.000
343.8229,0.000,0.000,0.000
343.8264,0.000,0.000,0.000
343.8299,0.000,0.000,0.000
343.8333,0.000,0.000,0.000
343.8368,0.000,0.000,0.000
343.8403,0.000,0.000,0.000
343.8438,0.000,0.000,0.000
343.8472,0.000,0.000,0.000
343.8507,0.000,0.000,0.000
343.8542,0.000,0.000,0.000
343.8576,0.000,0.000,0.000
343.8611,0.000,0.000,0.000
343.8646,0.000,0.000,0.000
343.8680,0.000,0.000,0.000
343.8715,0.000,0.000,0.000
343.8750,0.000,0.000,0.000
343.8785,0.000,0.000,0.000
343.8820,0.000,0.000,0.000
343.8854,0.000,0.000,0.000
343.8889,0.000,0.000,0.000
343.8924,0.000,0.000,0.000
343.8958,0.000,0.000,0.000
343.8993,0.000,0.000,0.000
343.9028,0.000,0.000,0.000
343.9062,0.000,0.000,0.000
343.9097,0.000,0.000,0.000
343.9132,0.000,0.000,0.000
343.9167,0.000,0.000,0.000
343.9201,0.000,0.000,0.000
343.9236,0.000,0.000,0.000
343.9271,0.000,0.000,0.000
343.9305,0.000,0.000,0.000
343.9340,0.000,0.000,0.000
343.9375,0.000,0.000,0.000
343.9410,0.000,0.000,0.000
343.9445,0.000,0.000,0.000
343.9479,0.000,0.000,0.000
343.9514,0.000,0.000,0.000
343.9549,0.000,0.000,0.000
343.9583,0.000,0.000,0.000
343.9618,0.000,0.000,0.000
343.9653,0.000,0.000,0.000
343.9688,0.000,0.000,0.000
343.9722,0.000,0.000,0.000
343.9757,0.000,0.000,0.000
343.9792,0.000,0.000,0.000
343.9826,0.000,0.000,0.000
343.9861,0.000,0.000,0.000
343.9896,0.000,0.000,0.000
343.9930,0.000,0.000,0.000
343.9965,0.000,0.000,0.000
344.0000,0.000,0.000,0.000
344.0035,0.000,0.000,0.000
344.0070,0.000,0.000,0.000
344.0104,0.000,0.000,0.000
344.0139,0.000,0.000,0.000
344.0174,0.000,0.000,0.000
344.0208,0.000,0.000,0.000
344.0243,0.000,0.000,0.000
344.0278,0.000,0.000,0.000
344.0312,0.000,0.000,0.000
344.0347,0.000,0.000,0.000
344.0382,0.000,0.000,0.000
344.0417,0.000,0.000,0.000
344.0451,0.000,0.000,0.000
344.0486,0.000,0.000,0.000
344.0521,0.000,0.000,0.000
344.0555,0.000,0.000,0.000
344.0590,0.000,0.000,0.000
344.0625,0.000,0.000,0.000
344.0660,0.000,0.000,0.000
344.0695,0.000,0.000,0.000
344.0729,0.000,0.000,0.000
344.0764,0.000,0.000,0.000
344.0799,0.000,0.000,0.000
344.0833,0.000,0.000,0.000
344.0868,0.000,0.000,0.000
344.0903,0.000,0.000,0.000
344.0938,0.000,0.000,0.000
344.0972,0.000,0.000,0.000
344.1007,0.000,0.000,0.000
344.1042,0.000,0.000,0.000
344.1076,0.000,0.000,0.000
344.1111,0.000,0.000,0.000
344.1146,0.000,0.000,0.000
344.1180,0.000,0.000,0.000
344.1215,0.000,0.000,0.000
344.1250,0.000,0.000,0.000
344.1285,0.000,0.000,0.000
344.1320,0.000,0.000,0.000
344.1354,0.000,0.000,0.000
344.1389,0.000,0.000,0.000
344.1424,0.000,0.000,0.000
344.1458,0.000,0.000,0.000
344.1493,0.000,0.000,0.000
344.1528,0.000,0.000,0.000
344.1562,0.000,0.000,0.000
344.1597,0.000,0.000,0.000
344.1632,0.000,0.000,0.000
344.1667,0.000,0.000,0.000
344.1701,0.000,0.000,0.000
344.1736,0.000,0.000,0.000
344.1771,0.000,0.000,0.000
344.1805,0.000,0.000,0.000
344.1840,0.000,0.000,0.000
344.1875,0.000,0.000,0.000
344.1910,0.000,0.000,0.000
344.1945,0.000,0.000,0.000
344.1979,0.000,0.000,0.000
344.2014,0.000,0.000,0.000
344.2049,0.000,0.000,0.000
344.2083,0.000,0.000,0.000
344.2118,0.000,0.000,0.000
344.2153,0.000,0.000,0.000
344.2188,0.000,0.000,0.000
344.2222,0.000,0.000,0.000
344.2257,0.000,0.000,0.000
344.2292,0.000,0.000,0.000
344.2326,0.000,0.000,0.000
344.2361,0.000,0.000,0.000
344.2396,0.000,0.000,0.000
344.2430,0.000,0.000,0.000
344.2465,0.000,0.000,0.000
344.2500,0.000,0.000,0.000
344.2535,0.000,0.000,0.000
344.2570,0.000,0.000,0.000
344.2604,0.000,0.000,0.000
344.2639,0.000,0.000,0.000
344.2674,0.000,0.000,0.000
344.2708,0.000,0.000,0.000
344.2743,0.000,0.000,0.000
344.2778,0.000,1.000,1.000
344.2812,0.000,1.000,1.000
344.2847,0.000,2.000,2.000
344.2882,0.000,3.000,3.000
344.2917,0.000,4.000,4.000
344.2951,0.000,5.000,5.000
344.2986,0.000,4.000,4.000
344.3021,0.000,5.000,5.000
344.3055,0.000,6.000,6.000
344.3090,0.000,4.000,4.000
344.3125,0.000,5.000,5.000
344.3160,0.000,6.000,6.000
344.3195,0.000,9.000,9.000
344.3229,0.000,14.000,14.0
344.3264,0.000,18.000,18.0
344.3299,0.000,20.000,20.0
344.3333,0.000,19.000,19.0
344.3368,0.000,19.000,19.0
344.3403,0.000,18.000,18.0
344.3438,0.000,23.000,23.0
344.3472,0.000,33.000,33.0
344.3507,0.000,45.000,45.0
344.3542,0.000,50.000,50.0
344.3576,0.000,52.000,52.0
344.3611,0.000,43.000,43.0
344.3646,0.000,36.000,36.0
344.3680,0.000,31.000,31.0
344.3715,0.000,32.000,32.0
344.3750,0.000,34.000,34.0
344.3785,0.000,39.000,39.0
344.3820,0.000,56.000,56.0
344.3854,0.000,51.000,51.0
344.3889,0.000,53.000,53.0
344.3924,0.000,61.000,61.0
344.3958,0.000,80.000,80.0
344.3993,0.000,122.000,122
344.4028,0.000,140.000,140
344.4062,0.000,101.000,101
344.4097,0.000,109.000,109
344.4132,0.000,110.000,110
344.4167,0.000,86.000,86.0
344.4201,0.000,69.000,69.0
344.4236,0.000,66.000,66.0
344.4271,0.000,111.000,111
344.4305,0.000,96.000,96.0
344.4340,0.000,81.000,81.0
344.4375,0.000,66.000,66.0
344.4410,0.000,61.000,61.0
344.4445,0.000,60.000,60.0
344.4479,0.000,57.000,57.0
344.4514,0.000,55.000,55.0
344.4549,0.000,61.000,61.0
344.4583,0.000,61.000,61.0
344.4618,0.000,43.000,43.0
344.4653,0.000,56.000,56.0
344.4688,0.000,88.000,88.0
344.4722,0.000,81.000,81.0
344.4757,0.000,54.000,54.0
344.4792,0.000,70.000,70.0
344.4826,0.000,79.000,79.0
344.4861,0.000,108.000,108
344.4896,0.000,124.000,124
344.4930,0.000,107.000,107
344.4965,0.000,99.000,99.0
344.5000,0.000,110.000,110
344.5035,0.000,95.000,95.0
344.5070,0.000,75.000,75.0
344.5104,0.000,61.000,61.0
344.5139,0.000,54.000,54.0
344.5174,0.000,45.000,45.0
344.5208,0.000,52.000,52.0
344.5243,0.000,61.000,61.0
344.5278,0.000,65.000,65.0
344.5312,0.000,69.000,69.0
344.5347,0.000,52.000,52.0
344.5382,0.000,62.000,62.0
344.5417,0.000,65.000,65.0
344.5451,0.000,58.000,58.0
344.5486,0.000,73.000,73.0
344.5521,0.000,57.000,57.0
344.5555,0.000,48.000,48.0
344.5590,0.000,42.000,42.0
344.5625,0.000,29.000,29.0
344.5660,0.000,25.000,25.0
344.5695,0.000,26.000,26.0
344.5729,0.000,30.000,30.0
344.5764,0.000,29.000,29.0
344.5799,0.000,27.000,27.0
344.5833,0.000,22.000,22.0
344.5868,0.000,19.000,19.0
344.5903,0.000,17.000,17.0
344.5938,0.000,16.000,16.0
344.5972,0.000,14.000,14.0
344.6007,0.000,13.000,13.0
344.6042,0.000,12.000,12.0
344.6076,0.000,11.000,11.0
344.6111,0.000,9.000,9.000
344.6146,0.000,8.000,8.000
344.6180,0.000,5.000,5.000
344.6215,0.000,4.000,4.000
344.6250,0.000,2.000,2.000
344.6285,0.000,2.000,2.000
344.6320,0.000,1.000,1.000
344.6354,0.000,2.000,2.000
344.6389,0.000,0.000,0.000
344.6424,0.000,0.000,0.000
344.6458,0.000,0.000,0.000
344.6493,0.000,0.000,0.000
344.6528,0.000,0.000,0.000
344.6562,0.000,0.000,0.000
344.6597,0.000,0.000,0.000
344.6632,0.000,0.000,0.000
344.6667,0.000,0.000,0.000
344.6701,0.000,0.000,0.000
344.6736,0.000,0.000,0.000
344.6771,0.000,0.000,0.000
344.6805,0.000,0.000,0.000
344.6840,0.000,0.000,0.000
344.6875,0.000,0.000,0.000
344.6910,0.000,0.000,0.000
344.6945,0.000,0.000,0.000
344.6979,0.000,0.000,0.000
344.7014,0.000,0.000,0.000
344.7049,0.000,0.000,0.000
344.7083,0.000,0.000,0.000
344.7118,0.000,0.000,0.000
344.7153,0.000,0.000,0.000
344.7188,0.000,0.000,0.000
344.7222,0.000,0.000,0.000
344.7257,0.000,0.000,0.000
344.7292,0.000,0.000,0.000
344.7326,0.000,0.000,0.000
344.7361,0.000,0.000,0.000
344.7396,0.000,0.000,0.000
344.7430,0.000,0.000,0.000
344.7465,0.000,0.000,0.000
344.7500,0.000,0.000,0.000
344.7535,0.000,0.000,0.000
344.7570,0.000,0.000,0.000
344.7604,0.000,0.000,0.000
344.7639,0.000,0.000,0.000
344.7674,0.000,0.000,0.000
344.7708,0.000,0.000,0.000
344.7743,0.000,0.000,0.000
344.7778,0.000,0.000,0.000
344.7812,0.000,0.000,0.000
344.7847,0.000,0.000,0.000
344.7882,0.000,0.000,0.000
344.7917,0.000,0.000,0.000
344.7951,0.000,0.000,0.000
344.7986,0.000,0.000,0.000
344.8021,0.000,0.000,0.000
344.8055,0.000,0.000,0.000
344.8090,0.000,0.000,0.000
344.8125,0.000,0.000,0.000
344.8160,0.000,0.000,0.000
344.8195,0.000,0.000,0.000
344.8229,0.000,0.000,0.000
344.8264,0.000,0.000,0.000
344.8299,0.000,0.000,0.000
344.8333,0.000,0.000,0.000
344.8368,0.000,0.000,0.000
344.8403,0.000,0.000,0.000
344.8438,0.000,0.000,0.000
344.8472,0.000,0.000,0.000
344.8507,0.000,0.000,0.000
344.8542,0.000,0.000,0.000
344.8576,0.000,0.000,0.000
344.8611,0.000,0.000,0.000
344.8646,0.000,0.000,0.000
344.8680,0.000,0.000,0.000
344.8715,0.000,0.000,0.000
344.8750,0.000,0.000,0.000
344.8785,0.000,0.000,0.000
344.8820,0.000,0.000,0.000
344.8854,0.000,0.000,0.000
344.8889,0.000,0.000,0.000
344.8924,0.000,0.000,0.000
344.8958,0.000,0.000,0.000
344.8993,0.000,0.000,0.000
344.9028,0.000,0.000,0.000
344.9062,0.000,0.000,0.000
344.9097,0.000,0.000,0.000
344.9132,0.000,0.000,0.000
344.9167,0.000,0.000,0.000
344.9201,0.000,0.000,0.000
344.9236,0.000,0.000,0.000
344.9271,0.000,0.000,0.000
344.9305,0.000,0.000,0.000
344.9340,0.000,0.000,0.000
344.9375,0.000,0.000,0.000
344.9410,0.000,0.000,0.000
344.9445,0.000,0.000,0.000
344.9479,0.000,0.000,0.000
344.9514,0.000,0.000,0.000
344.9549,0.000,0.000,0.000
344.9583,0.000,0.000,0.000
344.9618,0.000,0.000,0.000
344.9653,0.000,0.000,0.000
344.9688,0.000,0.000,0.000
344.9722,0.000,0.000,0.000
344.9757,0.000,0.000,0.000
344.9792,0.000,0.000,0.000
344.9826,0.000,0.000,0.000
344.9861,0.000,0.000,0.000
344.9896,0.000,0.000,0.000
344.9930,0.000,0.000,0.000
344.9965,0.000,0.000,0.000
345.0000,0.000,0.000,0.000
345.0035,0.000,0.000,0.000
345.0070,0.000,0.000,0.000
345.0104,0.000,0.000,0.000
345.0139,0.000,0.000,0.000
345.0174,0.000,0.000,0.000
345.0208,0.000,0.000,0.000
345.0243,0.000,0.000,0.000
345.0278,0.000,0.000,0.000
345.0312,0.000,0.000,0.000
345.0347,0.000,0.000,0.000
345.0382,0.000,0.000,0.000
345.0417,0.000,0.000,0.000
345.0451,0.000,0.000,0.000
345.0486,0.000,0.000,0.000
345.0521,0.000,0.000,0.000
345.0555,0.000,0.000,0.000
345.0590,0.000,0.000,0.000
345.0625,0.000,0.000,0.000
345.0660,0.000,0.000,0.000
345.0695,0.000,0.000,0.000
345.0729,0.000,0.000,0.000
345.0764,0.000,0.000,0.000
345.0799,0.000,0.000,0.000
345.0833,0.000,0.000,0.000
345.0868,0.000,0.000,0.000
345.0903,0.000,0.000,0.000
345.0938,0.000,0.000,0.000
345.0972,0.000,0.000,0.000
345.1007,0.000,0.000,0.000
345.1042,0.000,0.000,0.000
345.1076,0.000,0.000,0.000
345.1111,0.000,0.000,0.000
345.1146,0.000,0.000,0.000
345.1180,0.000,0.000,0.000
345.1215,0.000,0.000,0.000
345.1250,0.000,0.000,0.000
345.1285,0.000,0.000,0.000
345.1320,0.000,0.000,0.000
345.1354,0.000,0.000,0.000
345.1389,0.000,0.000,0.000
345.1424,0.000,0.000,0.000
345.1458,0.000,0.000,0.000
345.1493,0.000,0.000,0.000
345.1528,0.000,0.000,0.000
345.1562,0.000,0.000,0.000
345.1597,0.000,0.000,0.000
345.1632,0.000,0.000,0.000
345.1667,0.000,0.000,0.000
345.1701,0.000,0.000,0.000
345.1736,0.000,0.000,0.000
345.1771,0.000,0.000,0.000
345.1805,0.000,0.000,0.000
345.1840,0.000,0.000,0.000
345.1875,0.000,0.000,0.000
345.1910,0.000,0.000,0.000
345.1945,0.000,0.000,0.000
345.1979,0.000,0.000,0.000
345.2014,0.000,0.000,0.000
345.2049,0.000,0.000,0.000
345.2083,0.000,0.000,0.000
345.2118,0.000,0.000,0.000
345.2153,0.000,0.000,0.000
345.2188,0.000,0.000,0.000
345.2222,0.000,0.000,0.000
345.2257,0.000,0.000,0.000
345.2292,0.000,0.000,0.000
345.2326,0.000,0.000,0.000
345.2361,0.000,0.000,0.000
345.2396,0.000,0.000,0.000
345.2430,0.000,0.000,0.000
345.2465,0.000,0.000,0.000
345.2500,0.000,0.000,0.000
345.2535,0.000,0.000,0.000
345.2570,0.000,0.000,0.000
345.2604,0.000,0.000,0.000
345.2639,0.000,0.000,0.000
345.2674,0.000,0.000,0.000
345.2708,0.000,0.000,0.000
