TEDDI,2013-07-25 10:12:10.349,110,5,24,25,96,24.01,121.3,603,54.57,251,332,302,37.9,50.4,41.2
TEDDI,2013-07-25 10:12:16.364,110,5,24,26,72,24.01,126.3,610,54.57,13,421,223,23.5,63.1,55.3
TEDDI,2013-07-25 10:12:22.379,110,5,24,27,48,24.01,118.4,607,54.57,45,350,236,23.5,74.6,58.5
TEDDI,2013-07-25 10:12:28.394,110,5,24,28,24,24.01,118.4,610,54.57,255,318,301,37.9,51.7,39.2
TEDDI,2013-07-25 10:12:34.408,110,5,24,29,0,24.01,139.2,610,54.57,29,370,231,23.5,52.4,49.8
TEDDI,2013-07-25 10:12:13.308,82,5,24,25,96,22.74,79.0,704,60.46,264,294,278,34.7,39.2,34.7
TEDDI,2013-07-25 10:12:19.327,82,5,24,26,72,22.76,89.9,705,60.43,17,297,151,23.5,58.8,48.4
TEDDI,2013-07-25 10:12:25.341,82,5,24,27,48,22.74,72.9,705,60.46,9,270,101,23.5,50.4,46.3
TEDDI,2013-07-25 10:12:31.106,82,5,24,28,25,22.74,78.4,704,60.43,265,303,281,34.7,39.2,34.7
TEDDI,2013-07-25 10:12:37.120,82,5,24,29,1,22.74,72.9,705,60.43,13,185,88,23.5,50.4,46.3
TEDDI,2013-07-25 10:12:13.793,71,5,24,25,96,23.25,285.0,616,57.62,10,964,254,23.5,74.5,65.9
TEDDI,2013-07-25 10:12:19.808,71,5,24,26,72,23.25,285.0,623,57.62,36,1020,469,23.5,75.9,63.4
TEDDI,2013-07-25 10:12:25.823,71,5,24,27,48,23.25,285.0,624,57.62,180,278,258,37.9,62.0,47.2
TEDDI,2013-07-25 10:12:31.837,71,5,24,28,24,23.25,285.0,622,57.62,9,257,59,23.5,72.4,54.4
TEDDI,2013-07-25 10:12:37.602,71,5,24,29,1,23.25,285.0,622,57.62,249,291,264,39.2,51.7,42.1
TEDDI,2013-07-25 10:12:28.330,91,5,24,30,96,23.28,18.3,605,56.54,5,676,286,23.5,78.2,67.5
TEDDI,2013-07-25 10:12:34.345,91,5,24,31,72,23.27,21.7,608,56.54,257,300,276,23.5,63.1,52.4
TEDDI,2013-07-25 10:12:40.360,91,5,24,32,48,23.28,21.9,608,56.54,3,771,360,23.5,77.1,69.3
TEDDI,2013-07-25 10:12:46.375,91,5,24,33,24,23.28,20.2,608,56.54,37,649,152,23.5,76.0,67.6
TEDDI,2013-07-25 10:12:52.389,91,5,24,34,0,23.28,21.2,608,56.54,74,989,272,23.5,75.6,71.1
